n_airlines,m_slots,max_demand,bidding_mode,uniform_eff,uniform_rev,uniform_price,uniform_fair,disc_eff,disc_rev,disc_price,disc_fair,welfare_eff,welfare_fair,uniform_alpha,uniform_eq_gap,disc_alpha,disc_eq_gap
50,62,5,truthful,8267.094406100634,6064.53730477881,97.81511781901305,0.9448491155046826,8267.094406100634,8267.094406100634,97.81511781901305,0.9448491155046826,8267.094406100634,0.9448491155046826,,,,
50,62,5,strategic,8267.094406100634,5118.1752111655305,82.551213083315,0.9448491155046826,8267.094406100634,5134.347631323704,60.748891183714065,0.9448491155046826,8267.094406100634,0.9448491155046826,0.8439514762539999,11.18938561891163,0.6210583040559999,13.83724357831472
50,62,5,truthful,6937.299126714586,5345.8479665758205,86.22335429961001,0.9516129032258065,6937.299126714586,6937.299126714587,86.22335429961001,0.9516129032258065,6937.299126714586,0.9516129032258065,,,,
50,62,5,strategic,6937.299126714586,4927.41561619681,79.4744454225292,0.9516129032258065,6937.299126714586,4361.351614965539,54.20702764195818,0.9516129032258065,6937.299126714586,0.9516129032258065,0.9217275999999999,6.444972991971682,0.6286814991399999,14.958835700088727
50,62,5,truthful,8711.067560945034,6644.539286231055,107.16998848759765,0.9479708636836629,8711.067560945034,8711.067560945034,107.16998848759765,0.9479708636836629,8711.067560945034,0.9479708636836629,,,,
50,62,5,strategic,8711.067560945034,6644.539286231055,107.16998848759765,0.9479708636836629,8711.067560945034,6143.685929194013,75.58416298538138,0.9479708636836629,8711.067560945034,0.9479708636836629,1.0,4.932774203087497,0.7052735943339999,20.812791210374705
50,62,5,truthful,6957.303946122649,5369.549012516656,86.60562923413961,0.9531737773152966,6957.303946122649,6957.303946122651,86.60562923413961,0.9531737773152966,6957.303946122649,0.9531737773152966,,,,
50,62,5,strategic,6957.303946122649,4879.112923967019,78.69536974140352,0.9531737773152966,6957.303946122649,4910.814343580204,61.13060023988554,0.9531737773152966,6957.303946122649,0.9531737773152966,0.9086634487539997,7.022714302721084,0.7058501945019999,0.0
50,62,5,truthful,8070.332638897709,6094.72472542878,98.30201170046419,0.9458896982310093,8070.332638897709,8070.332638897711,98.30201170046419,0.9458896982310093,8070.332638897709,0.9458896982310093,,,,
50,62,5,strategic,8070.332638897709,5368.288750354282,86.58530242506907,0.9458896982310093,8070.332638897709,5087.598731196332,61.97033163054824,0.9458896982310093,8070.332638897709,0.9458896982310093,0.8808090590139999,19.263725986520278,0.6304075629639999,0.0
50,62,5,truthful,8492.074309816058,5941.202909559379,95.82585337998998,0.9464099895941728,8492.074309816058,8492.074309816058,95.82585337998998,0.9464099895941728,8492.074309816058,0.9464099895941728,,,,
50,62,5,strategic,8492.074309816058,5044.997353073633,81.37092504957474,0.9464099895941728,8492.074309816058,5192.758644352354,58.59587544072755,0.9464099895941728,8492.074309816058,0.9464099895941728,0.8491541914779998,19.35549393918957,0.6114829492659999,18.378011951924897
